start_time,datetime,inflow_mean,inflow_mean_ma7,inflow_top10,inflow_total
1743728400000,2025-04-04 01:00:00,0.48558059,0.68031604,23.16887835,23.30786811
1743732000000,2025-04-04 02:00:00,0.25284472,0.52932989,20.83231075,21.99749077
1743735600000,2025-04-04 03:00:00,1.01141177,0.5188086,68.90572092,70.79882364
1743739200000,2025-04-04 04:00:00,0.23655631,0.37583247,13.06910584,13.48370964
1743742800000,2025-04-04 05:00:00,0.30534843,0.39997486,12.53908306,12.82463414
1743746400000,2025-04-04 06:00:00,1.05280802,0.50666402,55.48400956,56.85163303
1743750000000,2025-04-04 07:00:00,0.23616614,0.51153085,14.41145893,15.58696557
1743753600000,2025-04-04 08:00:00,1.7434284,0.6912234,110.91196606,111.57941742
1743757200000,2025-04-04 09:00:00,0.8487723,0.77635591,73.52694833,85.72600252
1743760800000,2025-04-04 10:00:00,1.3214607,0.82064861,116.94109185,130.8246092
1743764400000,2025-04-04 11:00:00,2.05483476,1.08040268,113.35558446,117.12558149
1743768000000,2025-04-04 12:00:00,1.7898377,1.29247257,129.62724984,143.18701586
1743771600000,2025-04-04 13:00:00,0.51673852,1.21589122,36.47735654,38.2386506
1743775200000,2025-04-04 14:00:00,1.18571591,1.35154118,96.39669977,100.78585268
1743778800000,2025-04-04 15:00:00,0.59399143,1.1873359,83.23852144,84.34678274
1743782400000,2025-04-04 16:00:00,0.72409346,1.16952464,10.84638457,10.86140193
1743786000000,2025-04-04 17:00:00,0.23520637,1.01434545,18.88940892,19.52212838
1743789600000,2025-04-04 18:00:00,1.46753184,0.93044503,77.38389669,77.77918757
1743793200000,2025-04-04 19:00:00,0.79806518,0.78876324,32.36813682,32.72067238
1743796800000,2025-04-04 20:00:00,1.45635048,0.92299352,30.56222596,30.58336002
1743800400000,2025-04-04 21:00:00,0.64043854,0.84509676,40.69813656,40.98806673
1743804000000,2025-04-04 22:00:00,0.18758351,0.78703848,12.28787112,12.38051146
1743807600000,2025-04-04 23:00:00,0.69414872,0.78276066,32.47655552,32.62498961
1743811200000,2025-04-05 00:00:00,0.21127578,0.77934201,16.79689259,17.53588933
1743814800000,2025-04-05 01:00:00,0.08058704,0.58120704,5.67145025,6.12461513
1743818400000,2025-04-05 02:00:00,0.03676308,0.47244959,0.36763077,0.36763077
1743822000000,2025-04-05 03:00:00,0.47173672,0.33179048,37.19702976,39.1541481
1743825600000,2025-04-05 04:00:00,5.54783131,1.03284659,238.03751802,238.55674634
1743829200000,2025-04-05 05:00:00,0.19356775,1.03370149,12.58434829,13.54974265
1743832800000,2025-04-05 06:00:00,0.5971546,1.01984518,30.84571858,31.05203918
1743836400000,2025-04-05 07:00:00,0.80523674,1.10469675,34.48345827,34.62517992
1743840000000,2025-04-05 08:00:00,1.00105323,1.23619192,27.98181577,28.02949037
1743843600000,2025-04-05 09:00:00,0.15869614,1.25361093,6.76146685,7.1413265
1743847200000,2025-04-05 10:00:00,0.26867702,1.2246024,25.4937883,26.06167136
1743850800000,2025-04-05 11:00:00,1.32414301,0.62121836,55.18995172,55.61400658
1743854400000,2025-04-05 12:00:00,1.62534214,0.82575755,97.16053887,99.14587054
1743858000000,2025-04-05 13:00:00,0.85735241,0.86292867,83.77685598,84.877889
1743861600000,2025-04-05 14:00:00,0.53625848,0.8245032,54.46409025,55.23462336
1743865200000,2025-04-05 15:00:00,0.56278338,0.76189323,34.35377218,34.89256949
1743868800000,2025-04-05 16:00:00,0.19588047,0.76720527,6.40796544,6.46405551
1743872400000,2025-04-05 17:00:00,0.74535912,0.83530272,34.86828891,35.03187845
1743876000000,2025-04-05 18:00:00,0.09233812,0.65933059,2.52218797,2.58546747
1743879600000,2025-04-05 19:00:00,1.11606734,0.58657705,23.41741486,23.43741411
1743883200000,2025-04-05 20:00:00,0.06010291,0.47268426,2.86451685,2.94504254
1743886800000,2025-04-05 21:00:00,0.15827509,0.41868663,7.05342588,7.12237894
1743890400000,2025-04-05 22:00:00,11.38435075,1.96462483,261.82106793,261.84006717
1743894000000,2025-04-05 23:00:00,0.49673164,2.00760357,14.37621315,14.40521765
1743897600000,2025-04-06 00:00:00,0.05410313,1.90885271,1.4549871,1.51488762
1743901200000,2025-04-06 01:00:00,0.04157806,1.90160127,0.57827265,0.58209279
1743904800000,2025-04-06 02:00:00,0.18700223,1.76887769,10.3367926,10.65912715
1743908400000,2025-04-06 03:00:00,0.75624515,1.86832658,45.86572803,47.64344471
1743912000000,2025-04-06 04:00:00,0.03604713,1.85086544,1.14878266,1.2256024
1743915600000,2025-04-06 05:00:00,0.12546161,0.24245271,6.8538335,7.15131181
1743919200000,2025-04-06 06:00:00,0.21406216,0.20207135,1.07031079,1.07031079
1743922800000,2025-04-06 07:00:00,0.23173997,0.22744804,14.35017943,14.59961814
1743926400000,2025-04-06 08:00:00,0.06827844,0.23126238,2.83252159,3.07252961
1743930000000,2025-04-06 09:00:00,0.18286674,0.2306716,3.98393997,4.02306817
1743933600000,2025-04-06 10:00:00,0.37967736,0.1768762,22.77190596,23.5399962
1743937200000,2025-04-06 11:00:00,3.61517604,0.68818033,68.66052345,68.68834485
1743940800000,2025-04-06 12:00:00,0.33005616,0.71740812,17.52101234,17.82303276
1743944400000,2025-04-06 13:00:00,1.14841638,0.8508873,129.28323016,130.91946679
1743948000000,2025-04-06 14:00:00,0.06310699,0.82679687,2.53975673,2.71360038
1743951600000,2025-04-06 15:00:00,1.60355715,1.0461224,119.8617,120.26678625
1743955200000,2025-04-06 16:00:00,5.51408906,1.80772559,165.17752863,165.42267178
1743958800000,2025-04-06 17:00:00,1.35369885,1.94687152,97.55247451,98.82001623
1743962400000,2025-04-06 18:00:00,3.44405696,1.92242594,314.59596145,375.40220859
1743966000000,2025-04-06 19:00:00,0.52267312,1.94994264,29.36913724,30.83771432
1743969600000,2025-04-06 20:00:00,0.12338448,1.80350952,7.29917829,7.77322219
1743973200000,2025-04-06 21:00:00,2.27075208,2.11888739,97.12374046,97.64233964
1743976800000,2025-04-06 22:00:00,0.22816276,1.92240247,11.78690881,12.54895169
1743980400000,2025-04-06 23:00:00,1.63169636,1.36777494,112.75678056,119.11383451
1743984000000,2025-04-07 00:00:00,1.42843514,1.37845156,75.99150548,84.27767317
1743987600000,2025-04-07 01:00:00,1.88033196,1.15506227,147.46973051,154.187221
1743991200000,2025-04-07 02:00:00,0.82170536,1.19778116,35.2438244,36.97674119
1743994800000,2025-04-07 03:00:00,1.48452503,1.39222981,73.96552524,75.71077635
1743998400000,2025-04-07 04:00:00,1.01921585,1.21343892,155.62482449,194.67022752
1744002000000,2025-04-07 05:00:00,0.82231,1.2983171,13.96319887,13.97926999
1744005600000,2025-04-07 06:00:00,2.12000336,1.36807524,234.74488,309.52049077
1744009200000,2025-04-07 07:00:00,0.91323314,1.29447496,73.83847674,96.80271292
1744012800000,2025-04-07 08:00:00,1.05683884,1.17683308,135.93671693,200.79937953
1744016400000,2025-04-07 09:00:00,3.1656533,1.51168279,280.65913324,294.40575731
1744020000000,2025-04-07 10:00:00,3.41827261,1.78793244,105.8033812,105.96645088
1744023600000,2025-04-07 11:00:00,0.47802961,1.71062012,48.58992449,53.06128664
1744027200000,2025-04-07 12:00:00,4.51140983,2.23763438,435.40823736,437.60675359
1744030800000,2025-04-07 13:00:00,0.9246217,2.06686558,80.39772275,94.31141357
1744034400000,2025-04-07 14:00:00,1.06702253,2.08883549,75.07384153,76.82562212
1744038000000,2025-04-07 15:00:00,2.02994379,2.22785048,129.03914695,140.06612145
1744041600000,2025-04-07 16:00:00,0.32996159,1.82275167,11.38051378,11.54865574
1744045200000,2025-04-07 17:00:00,0.65338063,1.4277671,42.06100148,44.42988283
1744048800000,2025-04-07 18:00:00,0.69630648,1.45894951,55.73485178,57.09713145
1744052400000,2025-04-07 19:00:00,0.68453981,0.91225379,22.43493939,22.58981385
1744056000000,2025-04-07 20:00:00,0.12154568,0.79752864,5.39519631,5.59110119
1744059600000,2025-04-07 21:00:00,0.09663155,0.65890136,5.8827176,6.08778739
1744063200000,2025-04-07 22:00:00,0.25068356,0.40472133,9.57462051,9.77665898
1744066800000,2025-04-07 23:00:00,0.52897101,0.43315125,13.69965537,13.75324638
1744070400000,2025-04-08 00:00:00,0.52185488,0.41436185,34.9342701,35.48613156
1744074000000,2025-04-08 01:00:00,0.20234358,0.34379572,12.08694092,12.54530181
1744077600000,2025-04-08 02:00:00,0.53338462,0.32220213,45.36218881,47.47123145
1744081200000,2025-04-08 03:00:00,1.21899754,0.47898096,26.71478524,26.81794577
1744084800000,2025-04-08 04:00:00,1.24892575,0.64359442,93.34651234,94.91835672
1744088400000,2025-04-08 05:00:00,1.14459098,0.77129548,66.18892518,69.82004995
1744092000000,2025-04-08 06:00:00,0.53219706,0.77175634,34.65012169,35.12500616
1744095600000,2025-04-08 07:00:00,0.28860997,0.73843564,21.85477632,23.08879795
1744099200000,2025-04-08 08:00:00,0.50311017,0.7814023,27.90754539,28.17416953
1744102800000,2025-04-08 09:00:00,0.29774129,0.74773897,22.15445865,27.68994026
1744106400000,2025-04-08 10:00:00,0.41129719,0.6323532,30.59522833,32.08118121
1744110000000,2025-04-08 11:00:00,0.96898901,0.59236224,35.65756485,35.85259335
1744113600000,2025-04-08 12:00:00,1.67422859,0.66802475,123.26282823,125.56714437
1744117200000,2025-04-08 13:00:00,0.74406906,0.69829218,46.96012021,48.36448899
1744120800000,2025-04-08 14:00:00,1.88952392,0.92699418,58.41808456,58.57524141
1744124400000,2025-04-08 15:00:00,1.51265882,1.07121541,131.88416006,134.62663504
1744128000000,2025-04-08 16:00:00,0.78347209,1.14060553,67.10141195,69.72901571
1744131600000,2025-04-08 17:00:00,1.18571412,1.25123652,64.6782739,66.39999048
1744135200000,2025-04-08 18:00:00,1.62504558,1.34495888,51.92017032,52.00145855
1744138800000,2025-04-08 19:00:00,1.28448484,1.2892812,76.09008804,78.35357512
1744142400000,2025-04-08 20:00:00,1.95041586,1.46161646,125.70372395,130.67786238
1744146000000,2025-04-08 21:00:00,0.40355352,1.24933498,17.47425581,17.75635493
1744149600000,2025-04-08 22:00:00,0.62440833,1.12244205,34.52183746,35.59127487
1744153200000,2025-04-08 23:00:00,0.6495674,1.10331281,34.02027705,34.42707206
1744156800000,2025-04-09 00:00:00,1.62809966,1.16651074,37.40243161,37.4462922
1744160400000,2025-04-09 01:00:00,1.70097426,1.1773577,147.43807918,159.89158033
1744164000000,2025-04-09 02:00:00,1.82047777,1.25392811,40.02642802,40.05051085
1744167600000,2025-04-09 03:00:00,1.00212597,1.11845813,110.4374871,132.28062756
1744171200000,2025-04-09 04:00:00,0.59188943,1.14536326,38.89581284,39.65659208
1744174800000,2025-04-09 05:00:00,0.56812687,1.13732305,48.28493841,56.24456052
1744178400000,2025-04-09 06:00:00,1.98051851,1.32745892,49.41975163,49.51296264
1744182000000,2025-04-09 07:00:00,0.80045392,1.20922382,56.2320431,57.63268222
1744185600000,2025-04-09 08:00:00,0.71334732,1.06813426,59.42614923,62.0612171
1744189200000,2025-04-09 09:00:00,0.53777309,0.88489073,33.08309022,33.87970475
1744192800000,2025-04-09 10:00:00,0.33907369,0.79016898,17.01238515,17.29275801
1744196400000,2025-04-09 11:00:00,0.61372833,0.79328882,36.20199632,36.82369981
1744200000000,2025-04-09 12:00:00,0.91574399,0.84294841,50.69283528,51.2816632
1744203600000,2025-04-09 13:00:00,0.9962739,0.70234203,78.3362089,80.69818623
1744207200000,2025-04-09 14:00:00,1.12461445,0.74865068,78.62429061,83.22146923
1744210800000,2025-04-09 15:00:00,2.30477469,0.97599745,100.96362011,101.41008645
1744214400000,2025-04-09 16:00:00,0.23555236,0.93282306,10.45380984,10.59985601
1744218000000,2025-04-09 17:00:00,2.21772042,1.20120116,149.82090813,153.02270911
1744221600000,2025-04-09 18:00:00,2.15201816,1.42095685,263.94669863,290.52245116
1744225200000,2025-04-09 19:00:00,0.38383561,1.34496994,21.77126539,22.2624655
1744228800000,2025-04-09 20:00:00,3.94901733,1.76679043,215.97227815,217.19595311
1744232400000,2025-04-09 21:00:00,1.15158757,1.77064373,93.30062781,94.43018107
1744236000000,2025-04-09 22:00:00,0.18420152,1.46770471,7.13586543,7.36806081
1744239600000,2025-04-09 23:00:00,0.09459793,1.44756836,5.99168113,6.62185476
1744243200000,2025-04-10 00:00:00,0.35808832,1.18190663,18.81151045,21.12721099
1744246800000,2025-04-10 01:00:00,1.36422595,1.06936489,141.02802914,154.15753242
1744250400000,2025-04-10 02:00:00,0.632482,1.1048858,48.62429034,52.49600569
1744254000000,2025-04-10 03:00:00,0.80013304,0.65504519,63.46117163,69.61157436
1744257600000,2025-04-10 04:00:00,0.26937185,0.52901437,22.59163221,23.9740944
1744261200000,2025-04-10 05:00:00,0.42747875,0.56376826,29.12535083,29.92351234
1744264800000,2025-04-10 06:00:00,0.65760282,0.64419753,46.46303347,48.66260866
1744268400000,2025-04-10 07:00:00,0.73899425,0.69861267,70.21347673,72.42143633
1744272000000,2025-04-10 08:00:00,0.23838483,0.53777822,17.49575057,18.11724721
1744275600000,2025-04-10 09:00:00,1.55071618,0.66895453,132.6876,136.46302364
1744279200000,2025-04-10 10:00:00,23.45676904,3.90561682,1336.27359511,1337.03583503
1744282800000,2025-04-10 11:00:00,0.50076286,3.93867268,39.04780497,43.06560575
1744286400000,2025-04-10 12:00:00,0.17628818,3.90278831,10.8949162,11.81130822
1744290000000,2025-04-10 13:00:00,0.28397475,3.84941287,17.53356686,18.17438394
1744293600000,2025-04-10 14:00:00,0.68450939,3.84162932,65.3852713,72.55799487
1744297200000,2025-04-10 15:00:00,0.56103728,3.88772253,26.46186723,26.92978928
1744300800000,2025-04-10 16:00:00,1.9528037,3.9451636,138.19597218,138.64906266
1744304400000,2025-04-10 17:00:00,0.27635921,0.63367648,13.89311483,14.09431995
1744308000000,2025-04-10 18:00:00,0.33235594,0.60961835,13.42586321,13.62659364
1744311600000,2025-04-10 19:00:00,1.63180599,0.81754947,13.05444791,13.05444791
1744315200000,2025-04-10 20:00:00,1.67748023,1.01662168,105.13686313,105.68125443
1744318800000,2025-04-10 21:00:00,1.06203226,1.07055352,21.23412186,21.24064526
1744322400000,2025-04-10 22:00:00,0.59893538,1.07596753,28.46444068,28.7488983
1744326000000,2025-04-10 23:00:00,0.02709384,0.80086612,3.61647199,3.87441906
1744329600000,2025-04-11 00:00:00,4.20408513,1.36196982,197.47072447,197.59200117
1744333200000,2025-04-11 01:00:00,0.09241008,1.32769184,2.60013314,2.95712271
1744336800000,2025-04-11 02:00:00,0.31720474,1.13989167,20.11106144,20.61830798
1744340400000,2025-04-11 03:00:00,0.46970354,0.96735214,25.75272824,29.12161974
1744344000000,2025-04-11 04:00:00,0.89050387,0.94284808,39.91585799,40.96317794
1744347600000,2025-04-11 05:00:00,1.52890798,1.07570131,68.32968567,68.80085914
1744351200000,2025-04-11 06:00:00,0.93119973,1.2048593,98.90953414,103.36317013
1744354800000,2025-04-11 07:00:00,1.2715968,0.78593239,44.25127953,44.505888
1744358400000,2025-04-11 08:00:00,0.66797204,0.86815553,44.94563786,46.09007084
1744362000000,2025-04-11 09:00:00,0.81714226,0.93957517,71.08489746,71.90851861
1744365600000,2025-04-11 10:00:00,0.30684439,0.91630958,18.43241275,20.55857441
1744369200000,2025-04-11 11:00:00,0.11380159,0.80535211,6.77418861,7.05569864
